customer_id,cat_value_tier,cash_turnover,gaussian_metric,conversion_metric
7758758,ETV1,2682.5964,97.74744986232304,0
682325,ETV1,139.0,95.50555204850518,0
5412584,ETV2,53.040012,95.76673542568336,0
5161035,ETV2,212.82144,102.9037028080133,0
721391,ETV2,48.4,110.72940277079536,0
5181199,ETV2,50.0,123.72864841774427,0
9836346,ETV2,171.395,83.05773143805159,1
3467057,ETV1,44.30215,99.04686795014891,0
6421223,ETV2,14.5,95.490391816237,0
8741131,ETV2,11.25,96.62270524403304,0
1570580,ETV1,45.88515,104.21506981128708,1
8395779,ETV2,15.0,85.70943131496385,0
8562773,ETV2,35.0,103.86800351090399,0
2182368,ETV2,21.0,94.49263556447357,0
1306952,ETV2,100.0,98.38274073074513,0
4900162,ETV4,4.9999,90.96707607847779,0
9049220,ETV4,199.83325,86.81083653999121,0
6657599,ETV2,6.0,100.28169197910775,0
3930279,ETV1,20.0,94.33519281502733,1
6418471,ETV1,32.741547,85.49125830262322,0
6977740,PUM,56.58417,101.19017586223738,1
9431331,ETV4,154.7025,116.45361026979671,0
5457228,ETV2,33.743332,102.8447913412419,0
2703157,ETV1,12.360041,110.1188432474294,0
5502129,ETV2,2.0,101.57226144337227,0
336380,ETV2,2.8887668,92.79645001904748,0
9977921,ETV2,16.25,102.09132958856024,0
3299401,ETV1,76.0,109.17193034935222,0
7638068,ETV2,0.5030182,102.60087319454902,0
549136,ETV4,0.0,111.01466377270343,1
9919430,ETV3,7.75,104.18540241998933,0
8004331,ETV1,47.789623,102.73750737232841,0
6740693,ETV2,25.8,98.1472222143276,0
8670178,ETV2,31.5,95.3558231417739,1
6756668,ETV1,18.823172,116.44426645835085,0
9813225,ETV2,9.136395,93.31930160845761,1
4454870,ETV4,15.57598,120.34403089823161,0
2668830,ETV1,144.74632,99.70255456210506,0
8233810,ETV2,36.5,96.52609426806187,0
6942281,ETV1,8.10125,90.8682317407199,0
4388982,ETV2,5.0,122.98545132969737,0
1712858,ETV1,10.476248,95.08770958634364,0
4376346,ETV4,8.889067,115.60800372906422,0
297245,ETV2,15.15,110.47630889046133,1
6516717,ETV2,2.6666667,109.47852798078928,0
7782740,ETV2,19.636412,96.21686977962464,0
9122725,ETV1,86.0,105.6041211128722,1
9127294,PUM,66.86474,107.40887548067307,0
7702237,ETV3,8.0,107.65643424443628,0
5390010,ETV1,61.06753,102.55338881229893,0
4140083,ETV4,10.0,86.75489156414685,0
9155182,ETV2,8.3334,97.92622745014113,0
3521220,ETV1,21.826931,99.43587309379357,0
8312334,ETV2,20.0,103.01159066834165,0
837214,ETV1,49.03846,107.03631551680944,0
7779908,ETV2,9.000027,106.25095775447349,0
4885154,ETV2,10.0,132.15495401415302,0
3823692,ETV1,7.906449,114.06466408126006,0
3550163,ETV1,33.466,94.8730126339413,1
6678224,PUM,85.61539,91.01190067041625,0
3595466,ETV2,23.90909,98.98315226779795,0
3728692,ETV4,129.92036,112.25875598836885,0
1853788,ETV4,8.0,96.07714982004987,0
9289396,ETV2,22.0,105.95383543070443,0
9965791,ETV2,30.555532,99.1653665574118,0
6825063,ETV1,66.99531,113.33833058078976,0
1135014,ETV3,10.0,112.70382466621554,0
3079065,ETV2,5.0,89.48745550737902,0
532621,ETV1,159.54703,83.94800464738216,1
2645136,ETV3,2.0,108.21356669309745,0
7241404,ETV1,1.8235765,120.15757165993762,0
9611447,PM,1092.4401,97.71153930798445,1
7267369,ETV2,19.0,100.92286332366017,0
3870088,ETV2,41.5,120.95314102955071,0
4947281,ETV1,10.0006,100.73858059692037,0
3471279,ETV2,5.5,94.61021447595729,0
1629248,ETV1,78.93,99.83461380445961,0
2835292,ETV3,67.51792,93.69264004776325,0
8207840,ETV3,12.746667,85.37751082503121,0
5393105,ETV1,17.062487,92.5293396009765,0
8132475,ETV4,6.0,111.77566928814116,0
7188359,ETV2,38.173714,96.49482380698652,1
5128796,ETV1,100.0,108.0172839709274,0
4414244,ETV1,25.000076,108.77415267701147,1
5591043,ETV4,0.0,103.69586754284803,0
3354973,ETV1,5.9677515,113.74287550293352,0
3755831,ETV1,41.59,90.42526052234385,0
7296516,ETV3,60.0,105.9290377956839,0
2773883,ETV2,18.0,99.62489695114637,0
1716449,ETV4,34.5,109.18410831907508,0
5370912,ETV4,0.0,105.29109888184048,0
8844874,ETV2,130.0,106.41355856287004,0
1899140,PM,129.88857,79.40183324999698,0
9964308,ETV3,5.0,104.51830399909633,0
695346,PUM,241.11111,101.0184085630825,1
577332,ETV2,7.7499876,108.78479477024678,0
2168448,ETV1,33.789906,92.47060102825601,0
2152516,PUM,261.64136,105.9153590435112,1
2134240,ETV1,6.3809667,85.70713709101226,0
9900706,ETV2,51.082985,108.94127420837839,1
2563925,ETV1,21.513334,95.98947681888754,0
2139897,ETV2,58.5,107.90578475412586,0
7951086,ETV1,77.180725,85.8788574298872,0
5388966,ETV3,16.88889,94.12757420146492,0
7241359,ETV2,56.666668,101.62295577942842,0
4738749,ETV1,15.19994,108.76107333326092,0
6868552,ETV2,62.5,112.26975092302102,0
3200603,ETV2,12.857128,94.10347749564208,0
5140343,ETV2,0.0,121.51051023219595,0
1296201,ETV3,1.8714286,111.14063130336314,0
2613255,ETV1,29.9999,124.710824976767,1
1161160,ETV2,6.9444447,111.25019607492735,0
6553623,ETV2,10.0,112.00958089521565,0
7228924,ETV3,35.0,99.5626365377975,0
9381958,ETV4,5.0,114.67581124559631,0
8752132,ETV1,17.522732,94.25346805621474,0
4348721,ETV1,91.02457,110.98464397962331,0
8793047,ETV2,11.55,114.23553781356443,0
8740744,ETV1,35.1569,110.03631758180589,0
7408673,ETV1,42.18,104.90377964597879,0
652420,PM,200.27144,108.53412834395935,0
2097107,PUM,105.0,110.33017737596312,0
2027664,ETV2,25.0,96.75381947781396,0
5212800,ETV1,88.066666,115.18213716676749,0
9367742,ETV2,32.946667,82.3017311165096,0
1107701,ETV2,11.66665,88.42534514254302,0
6823759,ETV4,0.0,102.55299094396209,0
9115080,ETV2,9.999967,101.65874037899438,0
8292453,ETV2,49.896667,92.34990919343895,0
4972817,ETV2,10.0,78.89918412382525,0
2254061,PUM,153.7191,91.63794367608455,0
5257756,ETV1,112.7,98.54087817771712,0
6548808,ETV2,35.0,106.54994869052024,1
9778936,ETV2,9.412472,84.50760114350336,0
1838293,ETV1,108.008,92.67618065142528,0
4642519,ETV1,550.0289,114.69603020456913,0
5474976,ETV2,7.5,101.25350177297835,0
8083090,ETV2,25.0,104.6192740088104,0
3672379,ETV1,2723.8254,87.1043213017764,0
2186987,ETV2,25.0,111.24417187836448,0
1734354,ETV4,4.9998,94.6525614604535,1
8350580,ETV1,20.0,114.70532023158047,0
3735265,ETV1,12.142893,88.72759186283788,0
2264553,ETV1,130.0,115.97771818925614,0
7488773,ETV3,1.1333333,97.00854184622611,0
8210661,ETV2,6.6667,100.582585175664,0
8025512,ETV1,52.00824,96.65107032480113,0
4042772,ETV1,135.39293,113.88160433007369,0
429141,ETV1,52.3184,91.34864635681183,0
2298440,ETV2,10.0,98.35342990690886,0
3405139,ETV1,2770.0,101.00044603691215,0
8630360,ETV4,10.0,107.77967325797388,0
6698375,ETV2,79.166664,83.70470134929202,0
9459981,ETV3,5.0,110.68713760335433,0
8433562,ETV4,36.5,110.7228631224644,0
1643219,ETV1,64.718376,107.67268686491545,0
7085282,ETV1,41.54,104.70540048979387,0
8086033,ETV2,12.41,104.52658263451443,1
1322608,ETV1,13.1425,96.2673063256672,0
5335521,ETV1,10.444445,92.55981693224571,0
7640636,ETV2,17.40002,96.4541526575004,0
3841127,ETV1,24.334375,103.53617702705331,0
5397763,ETV2,14.125,100.06723615099948,0
5090551,ETV1,613.5204,111.16183870779936,0
1141933,ETV1,42.003407,77.96283456237782,0
7031749,ETV3,20.0,107.6053094372351,0
3279792,ETV1,63.75,99.09023171006203,0
8302972,ETV2,8.377784,107.9216360424225,1
5353605,PUM,234.91415,100.56310217999288,0
5125848,ETV4,139.39285,104.98444775288786,0
6522965,PUM,119.27963,104.66511334534074,0
3352419,ETV1,81.58667,103.7503113740498,0
9962640,ETV3,50.5,113.48413547782788,0
9946937,ETV2,20.307692,102.49990314473823,1
5218060,ETV1,63.8,100.03927018882874,0
2220293,PUM,253.04022,107.09031023610666,0
5358364,ETV3,39.166668,104.76882140075944,0
8591294,ETV3,85.00143,98.89226896405759,0
9186414,ETV2,200.0,106.57187054707516,0
1964784,ETV3,40.0,111.26388098958351,0
1419698,ETV2,35.0,95.8150540505923,0
4656992,ETV1,59.504,93.95853723314207,0
3276430,ETV1,8.0003,102.6541352247047,0
447692,ETV4,0.0,87.24973680617339,0
7103865,ETV2,0.1036,87.71643692843317,0
9486742,ETV1,16.90294,105.94922454209281,0
5506557,ETV2,10.0,121.87390390245206,0
8045476,ETV1,35.378124,100.49856575597917,1
6914814,ETV2,17.5,81.43582686982603,0
1872215,ETV2,36.99995,115.2390957930711,0
6676726,ETV1,6.25,73.23202758195576,0
5582653,ETV2,15.727217,91.5800245476397,0
5028372,ETV3,2.0,77.61087305206732,0
5309686,ETV1,213.33331,100.69461737830513,0
5500100,ETV1,269.70587,90.18186943884334,1
196047,ETV2,12.99335,112.38428422017736,0
8018667,ETV1,6.4,91.58388066072217,0
9516237,ETV1,36.88,88.47287468828843,1
2162275,ETV1,71.666664,105.84580365598526,1
9550152,ETV4,50.0001,98.10784585697992,0
568310,ETV1,58.25,102.90521676380956,0
9189227,ETV2,15.0,97.13498331747118,1
9016488,ETV2,33.75,107.41491699388627,1
7785643,ETV2,16.0,105.54083819789162,0
6944802,ETV2,5.98375,105.84676994859747,0
3071702,ETV2,17.333334,97.27793888253346,0
2388812,ETV1,82.63334,98.28288114616589,0
3340557,ETV4,84.56101,110.2428714245568,0
6098371,ETV1,434.0,103.47847892479744,0
4093107,ETV1,563.05,77.31473834133288,1
4237099,ETV4,5.362,95.31706677902798,0
7755937,ETV4,20.585333,109.05156666385366,0
487281,ETV1,17.688337,91.68767474386178,0
4601376,ETV3,10.0,110.52378503773309,0
663594,ETV4,34.0,90.0992443252743,0
3801646,ETV1,17.5,108.0588873116342,0
9627521,ETV4,10.0,94.56601033728262,1
9652457,ETV2,0.0,86.26084523603566,0
7587661,ETV3,10.0,96.02706908220978,0
6464934,ETV1,119.166664,105.49134362536957,0
2669494,ETV1,50.0,103.40269706158718,0
3573323,ETV2,10.0,111.3916170755806,0
6982175,ETV1,86.40858,114.15810770275586,0
5423618,ETV1,0.25,94.07894499273758,0
1318314,ETV1,58.46154,98.77147638502736,0
1393715,ETV2,2.0,90.46983546817356,0
3636562,ETV3,12.9,103.7933168647212,0
2912145,ETV2,198.8,111.86876044623928,0
4753968,ETV1,34.0662,101.2934298399021,0
5468088,ETV3,10.0,104.45024819084429,1
1855680,ETV1,46.6643,95.2524098372193,0
5511988,ETV1,0.0,97.82968469302467,0
6646901,ETV2,10.494585,102.38893012121618,0
9673231,ETV2,20.0,92.01586569797821,0
9754552,ETV2,8.670565,100.19425472020161,0
1023836,ETV2,30.808332,100.75544118257201,0
1629566,ETV1,38.736668,108.11774860495728,0
1041261,ETV4,19.205,116.9763925496984,0
1608659,ETV2,52.91121,103.26740850678159,0
4686289,ETV2,17.218056,105.16973287844249,0
8866458,ETV2,9.121266,102.60244211856401,0
618163,ETV1,72.77333,111.90314453639279,0
9973170,ETV2,92.7,99.24596675151663,0
7585731,ETV1,25.281355,120.53055317354624,0
4892048,PUM,164.90224,109.86940288039632,0
7313660,ETV1,30.0,106.84163555197772,0
5403476,ETV1,582.7184,100.19365707450307,0
3120824,ETV1,10.028014,90.61286885124267,0
9841679,ETV2,107.13,102.34777499529491,1
9865635,ETV3,7.345,85.30865534109276,0
7422532,ETV2,5.0,114.91541885813177,1
8261121,ETV2,10.5,90.90931002366132,0
4164871,ETV2,10.288,108.22102002575032,0
3890263,ETV2,10.977143,94.21659362992699,0
6601903,ETV2,2.5057142,106.3015822338228,0
6403918,ETV1,170.91629,91.5964099650658,0
3897899,ETV3,4.3388777,94.4158756389455,0
1313811,ETV2,6.950725,97.9977921224594,0
5055846,ETV4,412.44275,122.74908504431825,0
7604095,ETV1,11.666667,83.1246599262617,0
608002,ETV2,43.333332,98.6797703374996,1
1520757,ETV1,107.89848,102.17835847181775,0
7054650,ETV3,18.69981,94.76176509645155,0
3282569,ETV1,2896.0247,90.54308968526188,0
9833428,ETV2,12.5,91.35297272842577,0
9081675,ETV2,10.0004,119.85864659675876,0
6917202,ETV1,245.4782,116.5774059186131,0
5079934,ETV1,35.326874,92.00971484580344,0
1350215,ETV4,32.667114,85.29236755769024,0
1901434,ETV3,5.0,106.32869699309241,0
5343402,ETV1,123.74,108.1079623768258,0
4548842,ETV4,17.471636,90.00309527153121,0
4203479,ETV2,10.0,98.36235784176984,1
7080822,ETV1,30.58936,102.47547838726797,0
2664794,ETV1,25.79275,93.56200074028577,0
8415174,ETV1,66.565025,88.57933518662969,0
4755389,ETV2,0.0,98.28330020854716,0
5222079,ETV2,35.0,108.11456191506538,0
5370242,ETV2,22.476667,101.10696420473178,0
3929103,ETV2,28.920006,104.27647627847104,0
2290997,ETV1,16.46999,89.71485343178038,1
4993948,ETV2,1.3633212,86.07279903815554,0
5533520,ETV2,1.9133333,92.88161447194747,0
639090,ETV1,10.0,99.43723213956454,1
3557036,ETV1,48.461346,85.66742548938282,0
5081687,ETV2,254.5,100.3384725620047,0
6502145,PUM,82.25947,105.591399685855,0
9507064,ETV1,10.00005,86.07720040091644,0
7537325,ETV1,16.21889,104.84570258306131,0
8483256,PUM,182.40068,91.01086340417582,0
4663159,PUM,287.2917,105.80255934419418,0
4676444,ETV1,109.55556,111.91741326535363,0
4139373,ETV1,39.857143,98.13009157634727,0
8558858,ETV3,0.34,102.63040284780425,0
5350357,ETV1,69.90025,83.8095221783397,0
4433678,ETV1,47.405025,96.03884704338216,0
2371010,ETV2,2.25,108.67264736827332,0
7038639,ETV1,630.55554,84.8954109051263,1
4765404,PUM,111.52697,99.7636814370912,0
1075470,ETV3,15.0,103.44234031733896,0
7905603,ETV4,7.44,106.54625939286063,0
6518115,ETV4,7.97,85.9884146733554,0
9751979,ETV2,37.0,92.27479557421422,1
6405686,ETV3,69.39,88.74198921778827,0
3585215,ETV2,9.0,86.3902571244354,0
4095800,ETV1,107.76538,107.88609902675651,0
714221,ETV1,101.844444,90.82553818783546,0
5367390,ETV4,15.5,97.56845784266444,0
2406881,ETV2,50.0,97.84774558454116,0
4334145,ETV2,100.0,109.45030606816601,0
8808910,ETV2,25.0,115.04442269854182,0
7884537,ETV1,22.5,91.38334786151368,0
5412983,ETV2,50.0,114.90501271450194,1
2724780,ETV2,67.878555,99.7042767832509,0
9425527,ETV1,12.499958,95.69793019031661,1
9195725,ETV2,41.42857,93.11593972398211,0
9070332,ETV3,0.0,105.88211673288126,0
2948593,ETV1,10.0,113.64370032152458,0
8426460,ETV2,12.0,82.69821619809301,0
7716924,ETV2,20.0,77.47717326113167,0
2353825,PM,487.97363,92.7406123106788,0
3011864,PUM,185.15419,104.49496929844295,0
8074722,PM,131.5,117.2656325212636,0
4132193,ETV2,20.0,96.75746111231119,0
3541664,ETV2,10.0,107.23515513067383,0
4977720,ETV1,89.407234,113.00524566634674,0
8742379,ETV2,19.9994,122.25497604651252,1
713145,PUM,460.0,114.31850556791879,0
8089075,ETV2,41.75,121.74565260641592,0
9426678,ETV2,45.0,87.93285144812774,0
4072543,ETV1,981.07806,91.0035580973184,1
1725840,ETV1,383.5,85.01135694542734,0
3831380,ETV2,18.571428,89.39541365627574,0
8011844,ETV1,26.943333,99.01435674162482,1
2292598,ETV1,32.132824,80.47476242809361,0
5379682,ETV1,274.51538,103.26461947111187,0
9874326,ETV2,46.745453,86.81000511054935,0
2728285,ETV2,20.0,87.49321725902945,0
5288887,ETV2,5.0,83.8239692770224,0
7956342,ETV2,10.0,111.40489727683814,0
3997711,ETV2,20.0,76.49449599662859,0
599876,ETV3,4.0,97.45499870824932,0
1690213,ETV2,10.0,102.09336597411436,0
9970074,ETV1,898.31635,107.09823555711843,0
9109633,ETV1,80.19762,87.57160502200628,0
4975908,ETV1,12.9302,82.02151576413726,0
4345267,ETV2,5.416675,85.69360140903892,0
2397712,ETV1,59.078,106.68111968993445,0
1024537,ETV2,43.333332,110.34065065718134,0
4004972,ETV2,15.0,108.38970312309344,0
7515134,ETV2,11.62524,92.61506009152012,0
6953403,ETV3,25.0,89.00990043982698,0
4071916,ETV3,22.14,119.47131640590274,1
4620473,ETV1,26.630886,85.49638432394998,1
9540477,ETV2,50.0,95.29661164087919,0
1148555,ETV1,50.0,98.25755330642426,0
5874131,ETV2,1.9354625,106.14162105729108,0
1900453,ETV4,7.5067,81.9199935451085,0
9949392,ETV4,20.0,115.22282238064594,0
6467850,ETV3,3.0,102.88608574936043,0
192571,ETV1,233.23192,91.54340099904033,0
892913,ETV4,0.8333333,112.8362519601233,0
9904375,ETV4,29.99998,101.56353621327682,0
4635058,ETV1,55.0,100.55962146813964,0
8825013,ETV2,46.0,73.39008786786256,0
5036931,ETV1,22.166,94.52136922643666,0
7303095,ETV1,47.500042,112.31075096428137,0
1816163,PM,2059.4312,79.39089920645984,1
2927175,ETV4,25.0,101.03650092677366,1
7721696,ETV4,3.2083333,89.78612513643029,1
3321107,ETV2,20.428572,98.00284015550227,0
8797649,ETV3,50.0,88.23199447485108,0
7792132,ETV2,26.816668,115.12841480836933,0
8724745,ETV3,10.3,113.00294873130066,0
8269878,ETV1,22.323687,98.42322227763059,0
6510494,ETV2,22.5,111.81510825168913,0
5452909,ETV1,126.0,107.06458577810389,0
9310318,ETV2,42.0,108.7177152764614,1
2696856,ETV1,50.0,94.13143211340005,0
282891,ETV4,117.027145,111.66157933451238,0
7794462,ETV1,26.356667,104.79082906913247,0
3811788,ETV2,8.0014,111.63821348266261,0
4254726,ETV2,13.0,83.4182176033274,1
5088200,ETV4,177.5,103.0034835436508,0
7007877,ETV1,225.67,84.78785835786346,0
5345512,ETV4,372.7375,92.68175175348483,0
7774744,ETV2,66.666664,105.94986751473078,0
7679043,ETV2,25.0,99.68168760836386,1
2833415,ETV4,10.0,87.7984324519155,0
7373882,ETV1,21.859943,99.25382919608602,0
4788644,ETV2,49.2985,123.4078557184706,1
2382400,ETV2,67.0,94.14864657579079,0
1836663,ETV4,15.0133,98.23078889610397,0
6618451,ETV2,32.5,111.20211442802506,0
8676598,ETV2,14.0,114.79816046343774,0
9451952,ETV1,64.89,97.46217423563618,1
3126271,ETV2,125.833336,95.76110417528969,0
4350285,PUM,286.95715,109.46728397658174,0
7993946,PUM,2354.818,86.26363917109788,0
9581903,ETV4,2.500025,121.14986476045249,0
8831792,ETV4,2.0,93.82850254552032,0
2306000,ETV2,30.0,104.51331703754637,0
7308557,ETV1,124.166664,112.4938729152664,0
6584287,ETV2,8.648,105.3444416051425,1
4061612,ETV1,4.6,106.58487002094247,0
704029,ETV2,17.95,98.03583281593215,1
4779724,PUM,129.94942,103.53388774037839,1
8817760,ETV4,10.0,119.79146452076812,0
5414803,ETV2,10.0,96.67435929852653,0
5313357,ETV1,7.7377453,89.57742074108077,0
3241547,ETV4,23.7499,105.13911725932053,0
5355672,ETV2,54.069992,107.63369104910765,0
7546733,ETV1,60.71427,112.89273105105036,0
7765696,ETV1,348.29376,98.58433027760462,0
5369948,ETV2,20.0,70.37736452546305,0
9972992,ETV2,78.632,98.8607782678027,1
7125881,ETV2,7.5,106.77358402237624,0
2156326,ETV4,64.333336,124.32176947971934,0
1090491,ETV1,115.63,93.47231872274943,1
3717811,ETV2,70.0,94.66526150902817,0
8733755,ETV4,17.142857,98.34058259306096,1
3182290,PM,389.19547,115.6556673221378,0
7437582,ETV2,11.0,100.0007142249632,1
8174863,PUM,38.33406,101.40537850371533,0
3127802,ETV2,20.0,105.74592165498532,1
9150530,ETV1,16.19996,115.41700111542758,0
8782614,ETV2,44.483334,94.64605359245624,1
5536333,ETV2,2.99985,101.2364769539555,0
5346133,ETV1,62.644848,86.12719311852231,0
1349130,ETV1,34.856236,95.35583595949333,0
1870482,ETV2,11.166667,86.72400479181451,0
9480411,ETV1,60.0,100.73291350024812,1
1558852,PM,207.98924,88.4979491896608,0
8323367,ETV1,6.8751335,99.13370542276687,0
3995344,ETV1,19.189617,107.81828362650215,0
3515900,ETV4,7.8571143,78.30008580071667,0
703746,ETV1,106.852684,94.79847717539877,0
3505075,ETV2,12.125,104.43872007505885,1
2214915,ETV2,0.32,85.84348969709042,0
1276858,ETV1,66.22,65.40575299660077,0
6429137,ETV1,39.98,104.53665784272518,0
5073851,ETV1,490.50458,102.73727581411816,0
7658685,ETV2,15.0,105.13981671477684,0
590841,ETV2,15.0,111.69971650173972,0
1086679,ETV2,35.0,102.70602686321979,0
1000286,ETV1,241.4986,85.23195627413301,0
5225382,ETV1,23.390043,101.59347013180943,1
9742380,ETV2,278.25,98.95489816299965,0
8461635,ETV2,76.25,101.97351704107096,0
8171013,PUM,308.63635,103.69124519430714,0
4178623,ETV2,10.0,104.79434714378363,0
9555494,ETV2,4.2856426,109.44143136427466,0
300519,ETV1,183.2143,101.37087092286556,0
5415159,ETV1,23.0,100.36165137872347,0
6464110,ETV1,40.30573,109.70863743236437,0
2850474,ETV2,34.6,110.78901067865289,0
8408226,ETV2,9.9999,108.67140989064316,1
1883253,ETV3,84.0,107.99493068198157,0
8580807,ETV3,12.5,98.12329865282531,0
9460138,ETV1,152.60332,113.49793847464954,0
9808871,ETV3,5.3333335,107.34492222911588,0
4400801,ETV2,13.233336,110.0647324957289,0
2806877,ETV1,14.110035,103.56199977593535,0
1651565,ETV1,514.0325,97.09012930734544,0
4946124,ETV1,7.59998,105.56763916333291,0
1269489,ETV1,4527.8115,111.47889745351935,1
1729295,ETV1,35.0,114.66616248226634,0
5379750,ETV4,50.0,95.03342264112212,1
5403382,ETV1,13.333333,99.96657856518122,0
6672524,ETV2,10.96,109.83701925565069,0
7594669,ETV1,21.441475,108.99208010058439,0
4746540,ETV1,14.933333,87.20062480891147,0
7924649,ETV2,10.666667,121.84274914150618,0
9437145,ETV2,14.142858,111.15533622419102,1
1963950,ETV4,37.308174,110.45429836689509,0
3024873,ETV2,29.89,105.19975921561792,0
4261127,ETV4,7.500025,106.20830663987978,0
5352664,ETV1,268.84326,89.25255590619433,0
5149498,ETV1,51.916668,100.3993284255599,0
9909704,ETV1,61.216667,95.24223166064348,0
907350,ETV2,30.234976,95.27045166644955,0
4631651,ETV2,99.99995,94.21029189823892,0
4757199,ETV1,33.1,110.40232988075019,0
4646083,ETV1,26.293785,98.40190337808991,0
1358200,ETV2,18.0,105.05284963635684,0
2313254,ETV2,100.0,104.72846187495985,0
7908311,ETV1,7143.35,105.74496613724769,0
9960615,ETV2,41.61335,95.00568903711694,1
4451457,ETV1,38.60589,105.91331649330866,0
9535038,ETV1,5.753421,105.78615228073666,0
4661087,ETV1,318.8161,95.36811907683324,0
7356167,ETV1,14.909091,97.80757568713497,0
9700184,ETV4,1491.38,92.0973565104265,0
411120,ETV2,2.6250107,106.6260919436598,0
2179586,ETV1,118.526665,98.0076022531693,0
2560396,ETV1,141.50563,107.32583881156044,0
1836466,ETV2,17.845,111.7076485519733,0
1260821,ETV1,30.752,118.96717754733888,0
4979601,ETV4,0.0,109.59507143661286,0
5254310,ETV1,604.9329,107.47322979976273,0
9659676,ETV2,3.25,95.58337816378773,0
9949150,ETV3,45.0,62.251841307797974,0
9464763,ETV2,5.0,105.17942259090637,0
9824845,ETV2,10.0002,91.62208883017708,0
530911,PUM,942.6667,117.4621365208186,0
8858745,ETV2,34.285713,107.0689875984708,0
3869021,ETV4,17.5,105.5640059368263,0
9244862,ETV1,103.20054,109.42327699859439,0
2264506,ETV1,96.88899,91.29670769792223,0
1407989,ETV1,84.3,92.44472162868693,0
8808233,ETV2,14.0,100.52580697739552,1
4579981,ETV2,50.0,105.70464339727195,0
2976331,ETV2,7.58596,91.18084846086774,0
1237799,ETV1,27.900259,114.98037669025537,0
9573196,ETV4,12.0,111.64346054260254,0
4476342,ETV2,2.5953,98.73354250558263,0
3950083,PUM,50.714287,94.16118179730921,0
8102830,ETV1,7.96,104.288604912875,0
4456396,ETV1,53.7662,96.38036152950636,0
4988249,ETV4,25.0,96.05857907206526,1
3694238,ETV1,151.08545,96.86980489206469,0
9183960,ETV1,8.333333,98.35566677958357,0
9696148,ETV2,34.0,103.38466740197856,0
1426243,PUM,277.28766,111.54328522701607,0
2539867,ETV1,5.9374685,92.94544389586325,0
546480,ETV2,21.25,88.88677513974363,0
9425191,ETV2,28.99995,95.78091923155979,0
7072169,ETV1,418.7464,100.35752272058036,0
9979080,ETV3,13.98,105.95670246848546,0
8125052,ETV1,600.1458,95.829189984902,0
6605244,ETV2,2.0,97.22363675496553,0
3185278,ETV1,21.5347,93.499352423625,0
9401270,ETV2,45.0,109.67776036931588,0
